created_at,username,text,prepros_text,text_join,label
Wed Oct 18 14:46:49 +0000 2023,Bangren86,@Paltiwest Baru deklarasi bukannya memblow up pasangan ganjar mahfud malah sibuk nyerang calon lain. Pendukung peak begini kok dipelihara sih  @ganjarpranowo  . Ya hancur suara lo didukung orang2 begini. Tarkam  Klo begini caranya pendukung prabowo dg anies senang lah. Lawan enteng,baru deklarasi bukannya memblow up pasangan ganjar mahfud malah sibuk nyerang calon lain pendukung peak begini kok dipelihara sih ya hancur suara lo didukung orang begini tarkam klo begini caranya pendukung prabowo dg anies senang lah lawan enteng,deklarasi memblow up pasang ganjar mahfud sibuk nyerang calon dukung peak pelihara hancur suara lo dukung orang tarkam dukung prabowo anies senang lawan enteng,black-campaign
Wed Oct 18 14:41:45 +0000 2023,Bangren86,@03__nakula Baru deklarasi bukannya memblow up pasangan ganjar mahfud malah sibuk nyerang calon lain. Pendukung peak begini kok dipelihara sih @ganjarpranowo . Ya hancur suara lo didukung orang2 begini. Tarkam,nakula baru deklarasi bukannya memblow up pasangan ganjar mahfud malah sibuk nyerang calon lain pendukung peak begini kok dipelihara sih ya hancur suara lo didukung orang begini tarkam,nakula deklarasi memblow up pasang ganjar mahfud sibuk nyerang calon dukung peak pelihara hancur suara lo dukung orang tarkam,black-campaign
Wed Oct 18 12:57:15 +0000 2023,djoniecash2,"@TaufikDamas pemerataan eekonomi:  10 taun ganjar, jateng propinsi termiskin selain jogja,  supremasi hukum:  brapa banyak kasus hukum hancur lebur di era mahfud sbg menko.",pemerataan eekonomi taun ganjar jateng propinsi termiskin selain jogja supremasi hukum brapa banyak kasus hukum hancur lebur di era mahfud sbg menko,perata eekonomi taun ganjar jateng propinsi miskin jogja supremasi hukum brapa hukum hancur lebur era mahfud sbg menko,black-campaign
Wed Oct 18 12:09:21 +0000 2023,Adek47284555,"@daeng_embang @prabowo @ganjarpranowo @aniesbaswedan Bang, kalau golput trus ganjar menang gimana, dia kan suka bokep , apa ga tambah hancur generasi muda, saat ini aja udh hancur hampir total",embang bang kalau golput trus ganjar menang gimana dia kan suka bokep apa ga tambah hancur generasi muda saat ini aja udh hancur hampir total,embang bang golput trus ganjar menang gimana suka bokep hancur generasi muda udh hancur total,black-campaign
Wed Oct 18 12:07:22 +0000 2023,anjares90,pdip pki ccp jucheidea akan hancur lebur ganjar sambo franchise judi slot gandeng mahfud biar aman gtu yak perputaran uang foya foya judi slot pinjol fraud pakai data org. pakdhe @jokowi anda bukan petugas partai anda presiden 2 periode @gibran_tweet @GibranRakabumi @kaesangp https://t.co/DExakJXxcB,pdip pki ccp jucheidea akan hancur lebur ganjar sambo franchise judi slot gandeng mahfud biar aman gtu yak perputaran uang foya foya judi slot pinjol fraud pakai data org pakdhe anda bukan petugas partai anda presiden periode tweet,pdip pki ccp jucheidea hancur lebur ganjar sambo franchise judi slot gandeng mahfud aman gtu yak putar uang foya foya judi slot pinjol fraud pakai data org pakdhe tugas partai presiden periode tweet,black-campaign
Wed Oct 18 10:28:17 +0000 2023,TheArieAir,"Itungan seminggu lalu jk Prabowo Gibran ga cuma Ganjar yg hancur, PDIP nya juga anjlog  kita liat seminggu kedepan jk Prabowo Gibran gak cuma suara Prabowo yg terbakar JKW pun bisa turun ditengah jalan  inilah kondisi politik",itungan seminggu lalu jk prabowo gibran ga cuma ganjar yg hancur pdip nya juga anjlog kita liat seminggu kedepan jk prabowo gibran gak cuma suara prabowo yg terbakar jkw pun bisa turun ditengah jalan inilah kondisi politik,itungan minggu jk prabowo gibran ganjar hancur pdip anjlog liat minggu depan jk prabowo gibran suara prabowo bakar jkw turun tengah jalan kondisi politik,black-campaign
Wed Oct 18 08:17:44 +0000 2023,MelodiAsyik,"Sy tetap memilih Anies, bahkan jk negara Indonesia harus hancur berubah menjadi radikal sekalipun (ini serius)  Tp kalau boleh beri 1 nasehat kpd Anies, mk isinya adalah dia perlu bersikap tegas menolak paham Islam Radikal scr terbuka, mirip spt yg dilakukan Ganjar",sy tetap memilih anies bahkan jk negara indonesia harus hancur berubah menjadi radikal sekalipun ini serius tp kalau boleh beri nasehat kpd anies mk isinya adalah dia perlu bersikap tegas menolak paham islam radikal scr terbuka mirip spt yg dilakukan ganjar,sy pilih anies jk negara indonesia hancur ubah radikal serius tp nasehat kpd anies mk isi sikap tolak paham islam radikal scr buka spt ganjar,black-campaign
Wed Oct 18 05:28:24 +0000 2023,MudrikaReka,@MelodiAsyik Kandang kebo di kangkangi mas Gibran...hancur deeh impian mas Ganjar ..,kandang kebo di kangkangi mas gibranhancur deeh impian mas ganjar,kandang kebo kangkang mas gibranhancur deeh impi mas ganjar,black-campaign
Wed Oct 18 05:00:14 +0000 2023,AgusSudibyo3,@Gus_Raharjo @habiburokhman Gpp mau PS - Gibran juga kita tetep pilih Ganjar - Mahfud paling yg hancur lebur reputasi pak @jokowi,raharjo gpp mau ps gibran juga kita tetep pilih ganjar mahfud paling yg hancur lebur reputasi pak,raharjo gpp ps gibran tetep pilih ganjar mahfud hancur lebur reputasi,black-campaign
Wed Oct 18 03:55:28 +0000 2023,AgusKuswanto121,Setuju !!  Biarlah dia sibuk menata anak dan mantunya mencla mencle klemar klemer untuk jadi penata kota.  Jangan jadi penata negara yg luas ini dan jangan bikin hancur bangsa ini.    Mari kita lanjutkan Ganjar - Mahfud !!  ðŸ‘ŠðŸ‘Š,setuju biarlah dia sibuk menata anak dan mantunya mencla mencle klemar klemer untuk jadi penata kota jangan jadi penata negara yg luas ini dan jangan bikin hancur bangsa ini mari kita lanjutkan ganjar mahfud,tuju biar sibuk tata anak mantu mencla mencle klemar klemer tata kota tata negara luas hancur bangsa mari lanjut ganjar mahfud,black-campaign
Tue Oct 17 23:45:33 +0000 2023,Pribumituan,@ekokuntadhi1 Sy kira megawati akan pilih gibran karena pdi dan ganjar tanpa jokowi akan hancur https://t.co/iLyLuPzPwY,sy kira megawati akan pilih gibran karena pdi dan ganjar tanpa jokowi akan hancur,sy megawati pilih gibran pdi ganjar jokowi hancur,black-campaign
Tue Oct 17 22:29:09 +0000 2023,Pribumituan,"Awalnya ganjar dibina jokowi tapi ditolak partai jd calon   Narasi jujur tentang kejelekan dan kegagalan ganjar di umbar ke media oleh para elit.  Tiba2  , partai setuju ganjar jd calon  Kejadian yg sama akan terjadi juga pada gibran   Pdip dan ganjar akan hancur tanpa jokowi https://t.co/Xn4tWUpzZg",awalnya ganjar dibina jokowi tapi ditolak partai jd calon narasi jujur tentang kejelekan dan kegagalan ganjar di umbar ke media oleh para elit tiba partai setuju ganjar jd calon kejadian yg sama akan terjadi juga pada gibran pdip dan ganjar akan hancur tanpa jokowi,ganjar bina jokowi tolak partai calon narasi jujur jelek gagal ganjar umbar media elit partai tuju ganjar calon jadi gibran pdip ganjar hancur jokowi,black-campaign
Tue Oct 17 16:01:09 +0000 2023,AgusKuswanto121,"Itu bahasa bersayap yg mau dianggap gak tahu menahu pdhal tahu detil klo di MK ada iparnya. Si bocil juga begitu jawabnya. Bocil yg numpang gede krn bokapnya.  Biar bocil nyawapres, aku tetep Ganjar !!  Ogah klo negara sebesar Indonesia diurus oleh penata kota.  Hancur nanti.",itu bahasa bersayap yg mau dianggap gak tahu menahu pdhal tahu detil klo di mk ada iparnya si bocil juga begitu jawabnya bocil yg numpang gede krn bokapnya biar bocil nyawapres aku tetep ganjar ogah klo negara sebesar indonesia diurus oleh penata kota hancur nanti,bahasa sayap anggap nahu pdhal detil mk ipar bocil bocil numpang gede bokapnya bocil nyawapres tetep ganjar ogah negara indonesia urus tata kota hancur,black-campaign
Tue Oct 17 13:12:43 +0000 2023,RiniNat86338343,"Mrk bukan menghilang,  mrk lg tertawa bahagia,  target mrk menghancurkan PDIP dan Ganjar sukses dng meyeret Jokowi,  Gibran dan Kaesang..   Pendukung jokowi hancur luluh lantak.. Bro @RajaJuliAntoni @Uki23 @adearmando61 @Giring_Ganesha @kaesangp  SAATNYA DISCO.  #KamiMuak",mrk bukan menghilang mrk lg tertawa bahagia target mrk menghancurkan pdip dan ganjar sukses dng meyeret jokowi gibran dan kaesang pendukung jokowi hancur luluh lantak bro ganesha saatnya disco,mrk hilang mrk lg tertawa bahagia target mrk hancur pdip ganjar sukses dng meyeret jokowi gibran kaesang dukung jokowi hancur luluh lantak bro ganesha disco,black-campaign
Tue Oct 17 11:52:04 +0000 2023,LiuHarley79090,@Melihat_Indo @ganjarpranowo Demokrasi lebih sehat agar citra bangsa ini semakin baik dan tidak hancur semangat pa ganjar terhebat #GanjarJagaDemokrasi,indo demokrasi lebih sehat agar citra bangsa ini semakin baik dan tidak hancur semangat pa ganjar terhebat,indo demokrasi sehat citra bangsa hancur semangat pa ganjar hebat,black-campaign
Tue Oct 17 10:11:47 +0000 2023,Wwn0303,"@HensuAja Tapi semua cara baik yg telah dilakukan pak Ganjar bisa hancur dan porak-poranda karena serangan dan caci-maki besar2 yg dilakukan pendukungnya ke pada pak Jokowi...,bagaimanapun pak Jokowi dan pak Ganjar berasal dari partai yg sama...",tapi semua cara baik yg telah dilakukan pak ganjar bisa hancur dan porakporanda karena serangan dan cacimaki besar yg dilakukan pendukungnya ke pada pak jokowibagaimanapun pak jokowi dan pak ganjar berasal dari partai yg sama,ganjar hancur porakporanda serang cacimaki dukung jokowibagaimanapun jokowi ganjar asal partai,black-campaign
Tue Oct 17 09:30:34 +0000 2023,TheBest97311628,@brother_djon Luar biasa.. Ganjar hancur,djon luar biasa ganjar hancur,djon ganjar hancur,black-campaign
Tue Oct 17 06:13:33 +0000 2023,dwiastnured,@gibran_tweet HANCUR SUDAH NAMA JOKOWI...MANNNTAAAPPP NEGARA RIBUT KARENA @gibran_tweet .    KLO SAMPE BENER @gibran_tweet DAN PAK JOKOWI DUKUNG PRABOWO....HANYA MENBUKTIKAN SKENARIO ITU BENAR.....PUN JIKA @gibran_tweet JADI WAPRES PAK GANJAR....,tweet hancur sudah nama jokowimannntaaappp negara ribut karena tweet klo sampe bener tweet dan pak jokowi dukung prabowohanya menbuktikan skenario itu benarpun jika tweet jadi wapres pak ganjar,tweet hancur nama jokowimannntaaappp negara ribut tweet sampe bener tweet jokowi dukung prabowohanya menbuktikan skenario benar tweet wapres ganjar,black-campaign
Tue Oct 17 03:48:56 +0000 2023,KikuKrisan,"@Uki23 Sampaikan selamat bung, Prabowo berhasil membuat nama baik Jokowi dan keluarga hancur lebur. Mari ditunggu saja, Gibran mau bunuh diri scr politik atau tidak. Indonesia akan bergerak menangkan Ganjar. Jangan kesenengan dulu ya... Kami tidak mau dipimpin kroni Cendana.",sampaikan selamat bung prabowo berhasil membuat nama baik jokowi dan keluarga hancur lebur mari ditunggu saja gibran mau bunuh diri scr politik atau tidak indonesia akan bergerak menangkan ganjar jangan kesenengan dulu ya kami tidak mau dipimpin kroni cendana,selamat prabowo hasil nama jokowi keluarga hancur lebur mari tunggu gibran bunuh scr politik indonesia gerak menang ganjar neng pimpin kroni cendana,black-campaign
Tue Oct 17 03:36:59 +0000 2023,KikuKrisan,"@kompascom @gibran_tweet ini isue ya... Gak akan pernah khan jilat muntahan sendiri? Bilangnya gak mungkin keluar, juga gak mungkin tunggu dikeluarkan khan? Hati-hati dijebak Prabowo ya. Hancur karir politikmu mas. Padahal byk yg berharap stlh Ganjar, Gibran yang lanjutkan.",tweet ini isue ya gak akan pernah khan jilat muntahan sendiri bilangnya gak mungkin keluar juga gak mungkin tunggu dikeluarkan khan hatihati dijebak prabowo ya hancur karir politikmu mas padahal byk yg berharap stlh ganjar gibran yang lanjutkan,tweet isue khan jilat muntah bilang tunggu keluar khan hatihati jebak prabowo hancur karir politik mas byk harap stlh ganjar gibran lanjut,black-campaign
Tue Oct 17 00:44:41 +0000 2023,RusdiRu01226366,@AbidinZnl @OmpungGuru @PDI_Perjuangan @ganjarpranowo @puanmaharani_ri Makanya percayalah dgn PDIP yg dukung ful Ganjar...orang semua tahu keluar kontek dari Ganjar bahaya. ..Anis jadi Presiden Indonesia hancur...opa Wowo jadi Presiden Cendana bangkit lagi...rusaklah anggaran hasil tak ada.,perjuangan ri makanya percayalah dgn pdip yg dukung ful ganjarorang semua tahu keluar kontek dari ganjar bahaya anis jadi presiden indonesia hancuropa wowo jadi presiden cendana bangkit lagirusaklah anggaran hasil tak ada,juang ri percaya pdip dukung ful ganjarorang kontek ganjar bahaya anis presiden indonesia hancuropa wowo presiden cendana bangkit lagirusaklah anggar hasil,black-campaign
Tue Oct 17 00:37:37 +0000 2023,timurshamal08,"@smadon77 @Nicho_Silalahi @gibran_tweet @PDI_Perjuangan Kalo ganjar dan gibran di sandingkan, suara pemilih untuk mereka di daerah laen bakal hancur lebur,, cuma menang di jateng aja..., pdip ini mencari cara bgmn caranya gibran jd timses ganjar, dan bacawapres ganjar dr luar jateng.,, biar bs dpt suara besar di daerah lain.",silalahi tweet perjuangan kalo ganjar dan gibran di sandingkan suara pemilih untuk mereka di daerah laen bakal hancur lebur cuma menang di jateng aja pdip ini mencari cara bgmn caranya gibran jd timses ganjar dan bacawapres ganjar dr luar jateng biar bs dpt suara besar di daerah lain,silalahi tweet juang ganjar gibran sanding suara pilih daerah laen hancur lebur menang jateng pdip cari bgmn gibran timses ganjar bacawapres ganjar dr jateng bs dpt suara daerah,black-campaign
Tue Oct 17 00:32:44 +0000 2023,gogo74070675957,"@gm_gm Membayangkan aja ngeri ya om GM..nah coba kalo ada sengketa GANJAR VS PRABOWO.. PRABOWO kalah beracara di MK, tapi MK ketok palu menangkan PRABOWO gara paman @gibran_tweet , apa negara ini nggak gonto gontokan..hancur bangsa ini""",gm membayangkan aja ngeri ya om gmnah coba kalo ada sengketa ganjar vs prabowo prabowo kalah beracara di mk tapi mk ketok palu menangkan prabowo gara paman tweet apa negara ini nggak gonto gontokanhancur bangsa ini,gm bayang ngeri om gmnah coba sengketa ganjar vs prabowo prabowo kalah acara mk mk ketok palu menang prabowo gara paman tweet negara nggak gonto gontokanhancur bangsa,black-campaign
Tue Oct 17 00:30:54 +0000 2023,JokoWiyanto12,"@msobri99 Jgn mmpi di siang bolong coy... Ganjar saat Pilgub Jateng, yg katanya Kandang Banteng cuma dpt 54% ðŸ˜…, palagi diluar kandang Banteng, Hancur lebur Partai Merah coy,,, yg katanya pro wong cilik ternyata gerombolan wong licik.... ðŸ¤­ðŸ¤­ðŸ¤­",jgn mmpi di siang bolong coy ganjar saat pilgub jateng yg katanya kandang banteng cuma dpt palagi diluar kandang banteng hancur lebur partai merah coy yg katanya pro wong cilik ternyata gerombolan wong licik,mmpi siang bolong coy ganjar pilgub jateng kandang banteng dpt palagi luar kandang banteng hancur lebur partai merah coy pro cilik gerombol licik,black-campaign
Mon Oct 16 23:05:16 +0000 2023,rthurbraga,"Merasa paling terdzalimi, padahal mereka itu perusak demokrasi dan kerukunan antar sesama bangsa dengan narasiÂ² kotor.  Mampus kelen gimana rasanya dikecewakan ya, 2024 PDIP hancur, Ganjar memble ðŸ‘Ž https://t.co/xzCieibiol",merasa paling terdzalimi padahal mereka itu perusak demokrasi dan kerukunan antar sesama bangsa dengan narasi kotor mampus kelen gimana rasanya dikecewakan ya pdip hancur ganjar memble,terdzalimi usak demokrasi rukun bangsa narasi kotor mampus kelen gimana kecewa pdip hancur ganjar memble,black-campaign
Mon Oct 16 16:55:28 +0000 2023,pergerakan666,"@blontankpoer Sebenarnya sudah jelas,mereka yg melawan pak jokowi adl A1 pembenci prabowo tapi berkedok sayang pak jokowi dan keluarga agar reputasinya tidak hancur,disisi lain mereka takut kalo dukungan pak jokowi ke prabowo bisa mengalhkan ganjar di 2024",sebenarnya sudah jelasmereka yg melawan pak jokowi adl  pembenci prabowo tapi berkedok sayang pak jokowi dan keluarga agar reputasinya tidak hancurdisisi lain mereka takut kalo dukungan pak jokowi ke prabowo bisa mengalhkan ganjar di,jelasmereka lawan jokowi adl benci prabowo kedok sayang jokowi keluarga reputasi hancurdisisi takut dukung jokowi prabowo mengalhkan ganjar,black-campaign
Mon Oct 16 16:02:04 +0000 2023,Danny87Strong,"Buat mas wali @gibran_tweet jadilah Walikota 2 periode,kalau beruntung, Gubernur 2 periode juga lalu melangkah maju jadi Capres. Diijamin akan lebih sempurna dari Jokowi dan Ganjar, Jangan jd kaya tahu bulet yg digoreng dadakan,apapun yg dipaksakan akan hancur jadinya",buat mas wali tweet jadilah walikota periodekalau beruntung gubernur periode juga lalu melangkah maju jadi capres diijamin akan lebih sempurna dari jokowi dan ganjar jangan jd kaya tahu bulet yg digoreng dadakanapapun yg dipaksakan akan hancur jadinya,mas wali tweet walikota periodekalau untung gubernur periode lang maju capres diijamin sempurna jokowi ganjar kaya bulet goreng dadakanapapun paksa hancur,black-campaign
Mon Oct 16 14:54:56 +0000 2023,G03NT03R_,Adian Napitupulu kader senior @PDI_Perjuangan termasuk orang dekat @jokowi saja tidak tau pasti dukungan Jokowi ke Ganjar atau ke Prabowo. Jika dukung Prabowo pasti hancur nama Jokowi. Yg di kagumi rakyat. selama ini.,adian napitupulu kader senior perjuangan termasuk orang dekat saja tidak tau pasti dukungan jokowi ke ganjar atau ke prabowo jika dukung prabowo pasti hancur nama jokowi yg di kagumi rakyat selama ini,adi napitupulu kader senior juang orang dukung jokowi ganjar prabowo dukung prabowo hancur nama jokowi kagum rakyat,black-campaign
Mon Oct 16 13:29:49 +0000 2023,baronggsaiii,"@Gus_Raharjo Ga bisa berkata kata,hancur wes hancurr intinya weslah pak ganjar the best.  #KamiMuak https://t.co/VYjyHVyjeY",raharjo ga bisa berkata katahancur wes hancurr intinya weslah pak ganjar the best,raharjo katahancur wes hancurr inti weslah ganjar the best,black-campaign
Mon Oct 16 13:21:59 +0000 2023,arietrend99,@PDI_Perjuangan Asal bukan Gibran saja. Hancur kepercayaan Masyarakat ke PDI P dan juga pak Jokowi kalau Gibran maju jadi Cawapresnya Ganjar. ðŸ¤Ÿ,perjuangan asal bukan gibran saja hancur kepercayaan masyarakat ke pdi  dan juga pak jokowi kalau gibran maju jadi cawapresnya ganjar,juang gibran hancur percaya masyarakat pdi jokowi gibran maju cawapresnya ganjar,black-campaign
Mon Oct 16 13:01:50 +0000 2023,DoankWarto,"Jika Ganjar berpasangan dng Gibran, gw akan golput di pilpres kali ini, bukan krn tidak suka Gibran tapi ingin menjaga nama baik &amp  kehormatan pak JOKOWI  GW tidak ingin nama pak Jokowi hancur, karena ada kesan bhw pak JOKOWI ingin membangun dinasti politik &amp  itu merusak demokrasi https://t.co/ZoQgvm9r6R",jika ganjar berpasangan dng gibran gw akan golput di pilpres kali ini bukan krn tidak suka gibran tapi ingin menjaga nama baik amp kehormatan pak jokowi gw tidak ingin nama pak jokowi hancur karena ada kesan bhw pak jokowi ingin membangun dinasti politik amp itu merusak demokrasi,ganjar pasang dng gibran gw golput pilpres kali suka gibran jaga nama hormat jokowi gw nama jokowi hancur kesan bhw jokowi bangun dinasti politik rusak demokrasi,black-campaign
Mon Oct 16 12:42:17 +0000 2023,bagisu91488423,@OposisiCerdas Sdhlah skrg nasi sdh jd bubur siapapun presiden y asal jgn om Wowo.....bisa hancur,sdhlah skrg nasi sdh jd bubur siapapun presiden  asal jgn om wowobisa hancur,sdhlah skrg nasi bubur presiden om wowobisa hancur,black-campaign
Mon Oct 16 12:21:41 +0000 2023,zivanabuble,"@Gus_Raharjo Ga bisa berkata kata,hancur wes hancurr intinya weslah pak ganjar the best.  #KamiMuak https://t.co/ehsx89R10z",raharjo ga bisa berkata katahancur wes hancurr intinya weslah pak ganjar the best,raharjo katahancur wes hancurr inti weslah ganjar the best,black-campaign
Mon Oct 16 11:28:19 +0000 2023,AIsyunanto,@Miduk17 Kalo mau menang ganjar atau prabowo mmg hrs berpasangan dgn dik gibran. Selain itu dipastikan hancur lebur luluh lantak..,kalo mau menang ganjar atau prabowo mmg hrs berpasangan dgn dik gibran selain itu dipastikan hancur lebur luluh lantak,menang ganjar prabowo mmg hrs pasang dik gibran hancur lebur luluh lantak,black-campaign
Mon Oct 16 10:48:47 +0000 2023,LucyFerdiant,"@Dennysiregar7 Banyak yg mengira ganjar takut bocil, padahal bukan itu poinya, tapi image jokowi yg d bangun selama dia masih jadi.walkot solo sampai jadi presiden 2 periode bahwa dia tidak serakah kuasa,akan hancur gara2 MK",banyak yg mengira ganjar takut bocil padahal bukan itu poinya tapi image jokowi yg  bangun selama dia masih jadiwalkot solo sampai jadi presiden periode bahwa dia tidak serakah kuasaakan hancur gara mk,ganjar takut bocil poinya image jokowi bangun jadiwalkot solo presiden periode serakah kuasaakan hancur gara mk,black-campaign
Mon Oct 16 10:36:13 +0000 2023,Manuelvivo5,"@ruhutsitompul SELAMA PDIP MASIH ADA DI INDONESIA, INDONESIA AKAN HANCUR, WARGA NEGARA AKAN SEMAKIN MISKIN,NEGARA TERJUAL,ISLAM AKAN DI BERANGUS,KOMUNIS BERKUASA, PKI BERKUASA PENUH BERSAMA CINA KOMUNIS YG SEKARANG SEDANG MENJAJAH INDONESIA. HINDARI PDIP DAN GANJAR JIKA NYAMU MASIH INI ADA.",selama pdip masih ada di indonesia indonesia akan hancur warga negara akan semakin miskinnegara terjualislam akan di beranguskomunis berkuasa pki berkuasa penuh bersama cina komunis yg sekarang sedang menjajah indonesia hindari pdip dan ganjar jika nyamu masih ini ada,pdip indonesia indonesia hancur warga negara miskinnegara terjualislam beranguskomunis kuasa pki kuasa penuh cina komunis jajah indonesia hindar pdip ganjar nyamu,black-campaign
Mon Oct 16 09:46:47 +0000 2023,Pribumituan,@narkosun @ganjarpranowo Horeeee  prabowo  dan gibran maju  pdip dan ganjar hancur https://t.co/nfyrm0hneq,horeeee prabowo dan gibran maju pdip dan ganjar hancur,horeeee prabowo gibran maju pdip ganjar hancur,black-campaign
Mon Oct 16 09:30:38 +0000 2023,Pribumituan,Horeeeeee Prabowo wakilnya gibran Pdi dan ganjar   hancur berantakan,horeeeeee prabowo wakilnya gibran pdi dan ganjar hancur berantakan,horeeeeee prabowo wakil gibran pdi ganjar hancur beranta,black-campaign
Mon Oct 16 09:26:21 +0000 2023,kasito17,"@Dennysiregar7 Menolak dinasti politik bukan karena takut Ganjar kalah,tp lebih kawatir raport bagus pak Jokowi jd hancur di akhir masa jabatannya. Gas pool ðŸ¤Ÿ",menolak dinasti politik bukan karena takut ganjar kalahtp lebih kawatir raport bagus pak jokowi jd hancur di akhir masa jabatannya gas pool,tolak dinasti politik takut ganjar kalahtp kawatir raport bagus jokowi hancur jabat gas pool,black-campaign
Mon Oct 16 06:38:41 +0000 2023,AriefKuncoy2,"Baca tentang Muncang, hati ini hancur ðŸ˜¢ Ganjar Presiden https://t.co/diq3E7QiJK",baca tentang muncang hati ini hancur ganjar presiden,baca muncang hati hancur ganjar presiden,black-campaign
Mon Oct 16 06:31:49 +0000 2023,TheBest97311628,@knpiharis Rakyat mna ?  Ini maksud lo yg mau hancur kan ganjar.. Riil nyata.. Bukan hoax @knpiharis .. Ini yg akan menghancurkan klian dan para oligarki  ngertibli @knpiharis https://t.co/EciiAM8WLZ,rakyat mna ini maksud lo yg mau hancur kan ganjar riil nyata bukan hoax ini yg akan menghancurkan klian dan para oligarki ngertibli,rakyat mna maksud lo hancur ganjar riil nyata hoax hancur klian oligarki ngertibli,black-campaign
Mon Oct 16 05:21:15 +0000 2023,LukmanSadega16,"@VIVAcoid Tidur dirumah rakyat bukan berarti merakyat tp emang kapasitas dia sbg pemimpin hanya level rendah, Indonesia bermasalah dibidang ekonomi klo pemimpinnya kaya Ganjar ekonomi Indonesia tambah hancur. Capres 2024 hrs paham ekonomi makro dan mikro serta dinsmika ekonomi global",tidur dirumah rakyat bukan berarti merakyat tp emang kapasitas dia sbg pemimpin hanya level rendah indonesia bermasalah dibidang ekonomi klo pemimpinnya kaya ganjar ekonomi indonesia tambah hancur capres hrs paham ekonomi makro dan mikro serta dinsmika ekonomi global,tidur rumah rakyat rakyat tp emang kapasitas sbg pimpin level rendah indonesia masalah bidang ekonomi pimpin kaya ganjar ekonomi indonesia hancur capres hrs paham ekonomi makro mikro dinsmika ekonomi global,black-campaign
Mon Oct 16 05:19:13 +0000 2023,AnakLolina2,"Syukurlah di tolak.... !!!  Buat Gibran jadilah Walikota dua periode, kalau beruntung, Gubernur dua periode juga lalu melangkah maju jadi Capres.  Dijamin akan lebih sempurna dari Jokowi dan Ganjar, bukan dipaksa menjadi matang. Hancur jadinya. https://t.co/rqRhCTbe4H",syukurlah di tolak buat gibran jadilah walikota dua periode kalau beruntung gubernur dua periode juga lalu melangkah maju jadi capres dijamin akan lebih sempurna dari jokowi dan ganjar bukan dipaksa menjadi matang hancur jadinya,syukur tolak gibran walikota periode untung gubernur periode lang maju capres jamin sempurna jokowi ganjar paksa matang hancur,black-campaign
Mon Oct 16 03:59:40 +0000 2023,smock71,"@Dennysiregar7 Kenapa Denny? Kau sangat Takut kalah kah, kalau memang selama ini benar ganjar dicintai Rakyat kenapa kau sangat panik? Apa kau Panik Karna para Bohir kabur karna aslinya Elektabilitas Ganjar hancur lebur?",kenapa denny kau sangat takut kalah kah kalau memang selama ini benar ganjar dicintai rakyat kenapa kau sangat panik apa kau panik karna para bohir kabur karna aslinya elektabilitas ganjar hancur lebur,denny kau takut kalah kah ganjar cinta rakyat kau panik kau panik karna bohir kabur karna asli elektabilitas ganjar hancur lebur,black-campaign
Mon Oct 16 02:34:26 +0000 2023,Pribumituan,"@narkosun Gibran jadi calon wakil prabowo maka pdip dan ganjar akan hancur  Gibran gagal jadi calon prabowo maka demokrat, golkar, Pan, Pbb dan prabowo akan akan hancur  Apapun akhirnya sy tetap AMIN kan aja",gibran jadi calon wakil prabowo maka pdip dan ganjar akan hancur gibran gagal jadi calon prabowo maka demokrat golkar pan pbb dan prabowo akan akan hancur apapun akhirnya sy tetap amin kan aja,gibran calon wakil prabowo pdip ganjar hancur gibran gagal calon prabowo demokrat golkar pan pbb prabowo hancur apa sy amin,black-campaign
Mon Oct 16 02:32:03 +0000 2023,ayah_yayat,"@presidenjokowi7 assalamualaikum  Saya simpstisan bpk, tolong jaga etik politik Jangan ikuti Prabowo dan hentikan pencalonan Gibran wapres, krn nanti nama bpk akan hancur dan dibilang terlalu nafsu berkuasa, dukungan ganjar, nanti gibran gub dki baru Presiden",assalamualaikum saya simpstisan bpk tolong jaga etik politik jangan ikuti prabowo dan hentikan pencalonan gibran wapres krn nanti nama bpk akan hancur dan dibilang terlalu nafsu berkuasa dukungan ganjar nanti gibran gub dki baru presiden,assalamualaikum simpstisan bpk tolong jaga etik politik ikut prabowo henti calon gibran wapres nama bpk hancur bilang nafsu kuasa dukung ganjar gibran gub dki presiden,black-campaign
Mon Oct 16 01:38:35 +0000 2023,Pribumituan,@narkosun @gibran_tweet Gibrab jadi wakil prabowo bisa dipastikan pdip dan ganjar hancur total,tweet gibrab jadi wakil prabowo bisa dipastikan pdip dan ganjar hancur total,tweet gibrab wakil prabowo pdip ganjar hancur total,black-campaign
Mon Oct 16 01:15:47 +0000 2023,ivan999vcd_ivan,"@__AnakKolong Mau kt dkng jkw dkng wo smua pd mili ganjar mau dia pndkng jkw tetap ganjar.rakyat tdk perlu telunjuk siapapun!ganjar hrs menangbkl mau negara ini dikuasai sm lurah ,dan adik wo yg pengusaha !bs hancur negeri ini",anakkolong mau kt dkng jkw dkng wo smua pd mili ganjar mau dia pndkng jkw tetap ganjarrakyat tdk perlu telunjuk siapapunganjar hrs menangbkl mau negara ini dikuasai sm lurah dan adik wo yg pengusaha bs hancur negeri ini,anakkolong kt dkng jkw dkng wo smua pd mil ganjar pndkng jkw ganjarrakyat telunjuk siapapunganjar hrs menangbkl negara asai sm lurah adik wo usaha bs hancur negeri,black-campaign
